country,gender,age_group,year,unemployment_rate
"Korea, Republic of",Female,25+,2015,2.89
"Korea, Republic of",Male,15+,2014,3.17
"Korea, Republic of",Male,15-24,2014,9.55
"Korea, Republic of",Male,25+,2014,2.89
"Korea, Republic of",Female,15+,2014,2.96
"Korea, Republic of",Female,15-24,2014,8.11
"Korea, Republic of",Female,25+,2014,2.51
"Korea, Republic of",Male,15+,2013,2.96
"Korea, Republic of",Male,15-24,2013,8.04
"Korea, Republic of",Male,25+,2013,2.75
"Korea, Republic of",Female,15+,2013,2.46
"Korea, Republic of",Female,15-24,2013,8.04
"Korea, Republic of",Female,25+,2013,1.98
Kosovo,Male,15+,2021,18.68
Kosovo,Male,15-24,2021,33.44
Kosovo,Male,25+,2021,16.4
Kosovo,Female,15+,2021,24.8
Kosovo,Female,15-24,2021,46.48
Kosovo,Female,25+,2021,20.26
Kosovo,Male,15+,2020,23.0
Kosovo,Male,15-24,2020,44.87
Kosovo,Male,25+,2020,19.18
Kosovo,Female,15+,2020,32.05
Kosovo,Female,15-24,2020,57.34
Kosovo,Female,25+,2020,26.23
Kosovo,Male,15+,2019,21.92
Kosovo,Male,15-24,2019,43.59
Kosovo,Male,25+,2019,17.73
Kosovo,Female,15+,2019,34.03
Kosovo,Female,15-24,2019,60.38
Kosovo,Female,25+,2019,26.5
Kosovo,Male,15+,2018,26.7
Kosovo,Male,15-24,2018,49.64
Kosovo,Male,25+,2018,23.02
Kosovo,Female,15+,2018,31.28
Kosovo,Female,15-24,2018,63.71
Kosovo,Female,25+,2018,23.44
Kosovo,Male,15+,2017,28.52
Kosovo,Male,15-24,2017,48.41
Kosovo,Male,25+,2017,25.1
Kosovo,Female,15+,2017,36.4
Kosovo,Female,15-24,2017,63.54
Kosovo,Female,25+,2017,29.75
Kosovo,Male,15+,2016,26.18
Kosovo,Male,15-24,2016,47.33
Kosovo,Male,25+,2016,22.45
Kosovo,Female,15+,2016,31.71
Kosovo,Female,15-24,2016,65.36
Kosovo,Female,25+,2016,23.87
Kosovo,Male,15+,2015,31.69
Kosovo,Male,15-24,2015,54.24
Kosovo,Male,25+,2015,27.73
Kosovo,Female,15+,2015,36.5
Kosovo,Female,15-24,2015,67.23
Kosovo,Female,25+,2015,30.02
Kosovo,Male,15+,2014,33.08
Kosovo,Male,15-24,2014,56.24
Kosovo,Male,25+,2014,28.88
Kosovo,Female,15+,2014,41.57
Kosovo,Female,15-24,2014,71.74
Kosovo,Female,25+,2014,34.2
Kosovo,Male,15+,2013,26.68
Kosovo,Male,15-24,2013,50.38
Kosovo,Male,25+,2013,22.33
Kosovo,Female,15+,2013,38.51
Kosovo,Female,15-24,2013,68.38
Kosovo,Female,25+,2013,31.35
Kuwait,Male,15+,2016,0.94
Kuwait,Male,15-24,2016,9.39
Kuwait,Male,25+,2016,0.57
Kuwait,Female,15+,2016,5.83
Kuwait,Female,15-24,2016,29.99
Kuwait,Female,25+,2016,4.49
Kuwait,Male,15+,2015,1.2
Kuwait,Male,15-24,2015,11.1
Kuwait,Female,15+,2015,4.4
Kuwait,Female,15-24,2015,23.2
Kuwait,Male,15+,2014,1.9
Kuwait,Male,15-24,2014,11.6
Kuwait,Female,15+,2014,4.9
Kuwait,Female,15-24,2014,17.6
Lao People's Democratic Republic,Male,15+,2017,3.74
Lao People's Democratic Republic,Male,15-24,2017,6.48
Lao People's Democratic Republic,Male,25+,2017,3.03
Lao People's Democratic Republic,Female,15+,2017,2.75
Lao People's Democratic Republic,Female,15-24,2017,5.43
Lao People's Democratic Republic,Female,25+,2017,1.91
Lebanon,Male,15+,2019,9.91
Lebanon,Male,15-24,2019,24.45
Lebanon,Male,25+,2019,6.97
Lebanon,Female,15+,2019,14.31
Lebanon,Female,15-24,2019,21.43
Lebanon,Female,25+,2019,12.32
Liberia,Male,15+,2017,6.24
Liberia,Male,15-24,2017,8.8
Liberia,Male,25+,2017,5.83
Liberia,Female,15+,2017,5.65
Liberia,Female,15-24,2017,8.98
Liberia,Female,25+,2017,4.91
Liberia,Male,15+,2016,3.79
Liberia,Male,15-24,2016,2.4
Liberia,Male,25+,2016,4.2
Liberia,Female,15+,2016,2.36
Liberia,Female,15-24,2016,2.22
Liberia,Female,25+,2016,2.41
Liberia,Male,15+,2014,2.36
Liberia,Male,15-24,2014,1.89
Liberia,Male,25+,2014,2.49
Liberia,Female,15+,2014,1.8
Liberia,Female,15-24,2014,1.2
Liberia,Female,25+,2014,1.97
Saint Lucia,Male,15+,2022,14.32
Saint Lucia,Male,15-24,2022,37.09
Saint Lucia,Male,25+,2022,11.09
Saint Lucia,Female,15+,2022,17.84
Saint Lucia,Female,15-24,2022,26.58
Saint Lucia,Female,25+,2022,16.59
Saint Lucia,Male,15+,2021,18.32
Saint Lucia,Male,15-24,2021,48.56
Saint Lucia,Male,25+,2021,13.04
Saint Lucia,Female,15+,2021,22.85
Saint Lucia,Female,15-24,2021,43.69
Saint Lucia,Female,25+,2021,19.46
Saint Lucia,Male,15+,2020,22.73
Saint Lucia,Male,15-24,2020,52.17
Saint Lucia,Male,25+,2020,16.81
Saint Lucia,Female,15+,2020,27.72
Saint Lucia,Female,15-24,2020,51.33
Saint Lucia,Female,25+,2020,22.97
Saint Lucia,Male,15+,2019,14.11
Saint Lucia,Male,15-24,2019,40.14
Saint Lucia,Male,25+,2019,9.75
Saint Lucia,Female,15+,2019,17.28
Saint Lucia,Female,15-24,2019,34.68
Saint Lucia,Female,25+,2019,14.61
Saint Lucia,Male,15+,2018,17.74
Saint Lucia,Male,15-24,2018,44.89
Saint Lucia,Male,25+,2018,12.26
Saint Lucia,Female,15+,2018,21.19
Saint Lucia,Female,15-24,2018,40.86
Saint Lucia,Female,25+,2018,17.4
Saint Lucia,Male,15+,2017,17.33
Saint Lucia,Male,15-24,2017,47.74
Saint Lucia,Male,25+,2017,10.59
Saint Lucia,Female,15+,2017,21.17
Saint Lucia,Female,15-24,2017,43.97
Saint Lucia,Female,25+,2017,16.36
Saint Lucia,Male,15+,2013,20.66
Saint Lucia,Female,15+,2013,23.93
Sri Lanka,Male,15+,2020,3.92
Sri Lanka,Male,15-24,2020,21.52
Sri Lanka,Male,25+,2020,1.79
Sri Lanka,Female,15+,2020,8.18
Sri Lanka,Female,15-24,2020,34.35
Sri Lanka,Female,25+,2020,4.93
Sri Lanka,Male,15+,2019,3.26
Sri Lanka,Male,15-24,2019,17.12
Sri Lanka,Male,25+,2019,1.58
Sri Lanka,Female,15+,2019,7.25
Sri Lanka,Female,15-24,2019,28.12
Sri Lanka,Female,25+,2019,4.69
Sri Lanka,Male,15+,2018,2.95
Sri Lanka,Male,15-24,2018,16.56
Sri Lanka,Male,25+,2018,1.28
Sri Lanka,Female,15+,2018,6.88
Sri Lanka,Female,15-24,2018,29.43
Sri Lanka,Female,25+,2018,4.09
Sri Lanka,Male,15+,2017,2.79
Sri Lanka,Male,15-24,2017,14.6
Sri Lanka,Male,25+,2017,1.3
Sri Lanka,Female,15+,2017,6.24
Sri Lanka,Female,15-24,2017,23.67
Sri Lanka,Female,25+,2017,3.92
Sri Lanka,Male,15+,2016,2.84
Sri Lanka,Male,15-24,2016,16.77
Sri Lanka,Male,25+,2016,1.1
Sri Lanka,Female,15+,2016,6.72
Sri Lanka,Female,15-24,2016,28.36
Sri Lanka,Female,25+,2016,3.91
Sri Lanka,Male,15+,2015,2.94
Sri Lanka,Male,15-24,2015,16.27
Sri Lanka,Male,25+,2015,1.27
Sri Lanka,Female,15+,2015,7.33
Sri Lanka,Female,15-24,2015,26.33
Sri Lanka,Female,25+,2015,4.65
Sri Lanka,Male,15+,2014,3.04
Sri Lanka,Male,15-24,2014,15.85
Sri Lanka,Male,25+,2014,1.44
Sri Lanka,Female,15+,2014,6.24
Sri Lanka,Female,15-24,2014,26.41
Sri Lanka,Female,25+,2014,3.5
Sri Lanka,Male,15+,2013,2.96
Sri Lanka,Male,15-24,2013,14.68
Sri Lanka,Male,25+,2013,1.33
Sri Lanka,Female,15+,2013,6.43
Sri Lanka,Female,15-24,2013,24.91
Sri Lanka,Female,25+,2013,3.67
Lesotho,Male,15+,2019,15.11
Lesotho,Male,15-24,2019,18.64
Lesotho,Male,25+,2019,14.22
Lesotho,Female,15+,2019,19.11
Lesotho,Female,15-24,2019,38.13
Lesotho,Female,25+,2019,15.97
Lithuania,Male,15+,2022,6.44
Lithuania,Male,15-24,2022,13.37
Lithuania,Male,25+,2022,5.94
Lithuania,Female,15+,2022,5.49
Lithuania,Female,15-24,2022,10.4
Lithuania,Female,25+,2022,5.16
Lithuania,Male,15+,2021,7.61
Lithuania,Male,15-24,2021,13.99
Lithuania,Male,25+,2021,7.11
Lithuania,Female,15+,2021,6.61
Lithuania,Female,15-24,2021,14.7
Lithuania,Female,25+,2021,6.06
Lithuania,Male,15+,2020,9.27
Lithuania,Male,15-24,2020,21.45
Lithuania,Male,25+,2020,8.28
Lithuania,Female,15+,2020,7.69
Lithuania,Female,15-24,2020,17.3
Lithuania,Female,25+,2020,7.04
Lithuania,Male,15+,2019,7.02
Lithuania,Male,15-24,2019,14.12
Lithuania,Male,25+,2019,6.42
Lithuania,Female,15+,2019,5.49
Lithuania,Female,15-24,2019,9.25
Lithuania,Female,25+,2019,5.22
Lithuania,Male,15+,2018,6.89
Lithuania,Male,15-24,2018,11.99
Lithuania,Male,25+,2018,6.43
Lithuania,Female,15+,2018,5.41
Lithuania,Female,15-24,2018,10.07
Lithuania,Female,25+,2018,5.07
Lithuania,Male,15+,2017,8.5
Lithuania,Male,15-24,2017,14.57
Lithuania,Male,25+,2017,7.92
Lithuania,Female,15+,2017,5.68
Lithuania,Female,15-24,2017,11.66
Lithuania,Female,25+,2017,5.23
Lithuania,Male,15+,2016,9.1
Lithuania,Male,15-24,2016,15.9
Lithuania,Male,25+,2016,8.4
Lithuania,Female,15+,2016,6.65
Lithuania,Female,15-24,2016,12.63
Lithuania,Female,25+,2016,6.19
Lithuania,Male,15+,2015,10.1
Lithuania,Male,15-24,2015,16.02
Lithuania,Male,25+,2015,9.47
Lithuania,Female,15+,2015,8.16
Lithuania,Female,15-24,2015,16.65
Lithuania,Female,25+,2015,7.48
Lithuania,Male,15+,2014,12.18
Lithuania,Male,15-24,2014,19.64
Lithuania,Male,25+,2014,11.32
Lithuania,Female,15+,2014,9.22
Lithuania,Female,15-24,2014,18.71
Lithuania,Female,25+,2014,8.45
Lithuania,Male,15+,2013,13.06
Lithuania,Male,15-24,2013,22.99
Lithuania,Male,25+,2013,11.96
Lithuania,Female,15+,2013,10.48
Lithuania,Female,15-24,2013,20.36
Lithuania,Female,25+,2013,9.72
Luxembourg,Male,15+,2022,4.45
Luxembourg,Male,15-24,2022,16.69
Luxembourg,Male,25+,2022,3.58
Luxembourg,Female,15+,2022,4.73
Luxembourg,Female,15-24,2022,18.48
Luxembourg,Female,25+,2022,3.56
Luxembourg,Male,15+,2021,4.92
Luxembourg,Male,15-24,2021,17.71
Luxembourg,Male,25+,2021,3.87
Luxembourg,Female,15+,2021,5.62
Luxembourg,Female,15-24,2021,16.08
Luxembourg,Female,25+,2021,4.73
Luxembourg,Male,15+,2020,6.6
Luxembourg,Male,15-24,2020,24.84
Luxembourg,Male,25+,2020,5.17
Luxembourg,Female,15+,2020,6.97
Luxembourg,Female,15-24,2020,21.33
Luxembourg,Female,25+,2020,5.84
Luxembourg,Male,15+,2019,5.65
Luxembourg,Male,15-24,2019,17.78
Luxembourg,Male,25+,2019,4.58
Luxembourg,Female,15+,2019,5.53
Luxembourg,Female,15-24,2019,16.0
Luxembourg,Female,25+,2019,4.66
Luxembourg,Male,15+,2018,5.33
Luxembourg,Male,15-24,2018,16.26
Luxembourg,Male,25+,2018,4.43
Luxembourg,Female,15+,2018,5.88
Luxembourg,Female,15-24,2018,11.9
Luxembourg,Female,25+,2018,5.36
Luxembourg,Male,15+,2017,5.54
Luxembourg,Male,15-24,2017,17.18
Luxembourg,Male,25+,2017,4.61
Luxembourg,Female,15+,2017,5.5
Luxembourg,Female,15-24,2017,13.25
Luxembourg,Female,25+,2017,4.89
Luxembourg,Male,15+,2016,6.01
Luxembourg,Male,15-24,2016,19.71
Luxembourg,Male,25+,2016,5.01
Luxembourg,Female,15+,2016,6.63
Luxembourg,Female,15-24,2016,18.04
Luxembourg,Female,25+,2016,5.62
Luxembourg,Male,15+,2015,6.1
Luxembourg,Male,15-24,2015,18.88
Luxembourg,Male,25+,2015,4.98
Luxembourg,Female,15+,2015,7.34
Luxembourg,Female,15-24,2015,15.66
Luxembourg,Female,25+,2015,6.54
Luxembourg,Male,15+,2014,5.92
Luxembourg,Male,15-24,2014,26.07
Luxembourg,Male,25+,2014,4.59
Luxembourg,Female,15+,2014,5.77
Luxembourg,Female,15-24,2014,18.09
Luxembourg,Female,25+,2014,5.01
Luxembourg,Male,15+,2013,5.42
Luxembourg,Male,15-24,2013,18.74
Luxembourg,Male,25+,2013,4.49
Luxembourg,Female,15+,2013,6.38
Luxembourg,Female,15-24,2013,10.92
Luxembourg,Female,25+,2013,6.11
Latvia,Male,15+,2022,8.11
Latvia,Male,15-24,2022,19.42
Latvia,Male,25+,2022,7.2
Latvia,Female,15+,2022,5.52
Latvia,Female,15-24,2022,10.17
Latvia,Female,25+,2022,5.22
Latvia,Male,15+,2021,8.47
Latvia,Male,15-24,2021,14.94
Latvia,Male,25+,2021,8.01
Latvia,Female,15+,2021,6.54
Latvia,Female,15-24,2021,14.61
Latvia,Female,25+,2021,6.08
Latvia,Male,15+,2020,9.13
Latvia,Male,15-24,2020,14.4
Latvia,Male,25+,2020,8.74
Latvia,Female,15+,2020,7.07
Latvia,Female,15-24,2020,15.48
Latvia,Female,25+,2020,6.59
Latvia,Male,15+,2019,7.2
Latvia,Male,15-24,2019,14.21
Latvia,Male,25+,2019,6.66
Latvia,Female,15+,2019,5.43
Latvia,Female,15-24,2019,10.13
Latvia,Female,25+,2019,5.15
Latvia,Male,15+,2018,8.41
Latvia,Male,15-24,2018,12.49
Latvia,Male,25+,2018,8.09
Latvia,Female,15+,2018,6.42
Latvia,Female,15-24,2018,11.84
Latvia,Female,25+,2018,6.08
Latvia,Male,15+,2017,9.76
Latvia,Male,15-24,2017,18.26
Latvia,Male,25+,2017,9.02
Latvia,Female,15+,2017,7.68
Latvia,Female,15-24,2017,15.42
Latvia,Female,25+,2017,7.14
Latvia,Male,15+,2016,10.9
Latvia,Male,15-24,2016,21.36
Latvia,Male,25+,2016,9.92
Latvia,Female,15+,2016,8.4
Latvia,Female,15-24,2016,12.14
Latvia,Female,25+,2016,8.14
Latvia,Male,15+,2015,11.09
Latvia,Male,15-24,2015,18.02
Latvia,Male,25+,2015,10.38
Latvia,Female,15+,2015,8.64
Latvia,Female,15-24,2015,14.15
Latvia,Female,25+,2015,8.2
Latvia,Male,15+,2014,11.85
Latvia,Male,15-24,2014,19.37
Latvia,Male,25+,2014,11.02
Latvia,Female,15+,2014,9.84
Latvia,Female,15-24,2014,19.96
Latvia,Female,25+,2014,9.03
Latvia,Male,15+,2013,12.6
Latvia,Male,15-24,2013,21.84
Latvia,Male,25+,2013,11.55
Latvia,Female,15+,2013,11.14
Latvia,Female,15-24,2013,24.93
Latvia,Female,25+,2013,9.93
Morocco,Male,15+,2021,10.9
Morocco,Male,15-24,2021,28.42
Morocco,Male,25+,2021,8.67
Morocco,Female,15+,2021,16.72
Morocco,Female,15-24,2021,41.91
Morocco,Female,25+,2021,13.25
Morocco,Male,15+,2016,8.81
Morocco,Male,15-24,2016,22.05
Morocco,Male,25+,2016,6.52
Morocco,Female,15+,2016,10.66
Morocco,Female,15-24,2016,22.75
Morocco,Female,25+,2016,8.51
Morocco,Male,15+,2015,9.11
Morocco,Male,15-24,2015,20.54
Morocco,Male,25+,2015,7.01
Morocco,Female,15+,2015,10.39
Morocco,Female,15-24,2015,21.48
Morocco,Female,25+,2015,8.19
Morocco,Male,15+,2014,9.49
Morocco,Male,15-24,2014,20.78
Morocco,Male,25+,2014,7.18
Morocco,Female,15+,2014,10.28
Morocco,Female,15-24,2014,17.69
Morocco,Female,25+,2014,8.75
Morocco,Male,15+,2013,9.11
Morocco,Male,15-24,2013,19.44
Morocco,Male,25+,2013,6.92
Morocco,Female,15+,2013,9.57
Morocco,Female,15-24,2013,18.24
Morocco,Female,25+,2013,7.82
Monaco,Male,15+,2016,4.58
Monaco,Male,15-24,2016,25.69
Monaco,Male,25+,2016,3.68
Monaco,Female,15+,2016,8.68
Monaco,Female,15-24,2016,27.93
Monaco,Female,25+,2016,7.78
"Moldova, Republic of",Male,15+,2022,1.15
"Moldova, Republic of",Male,15-24,2022,2.57
"Moldova, Republic of",Male,25+,2022,1.04
"Moldova, Republic of",Female,15+,2022,0.69
"Moldova, Republic of",Female,15-24,2022,3.31
"Moldova, Republic of",Female,25+,2022,0.53
"Moldova, Republic of",Male,15+,2021,1.11
"Moldova, Republic of",Male,15-24,2021,1.99
"Moldova, Republic of",Male,25+,2021,1.04
"Moldova, Republic of",Female,15+,2021,0.5
"Moldova, Republic of",Female,15-24,2021,1.57
"Moldova, Republic of",Female,25+,2021,0.43
"Moldova, Republic of",Male,15+,2020,1.48
"Moldova, Republic of",Male,15-24,2020,3.75
"Moldova, Republic of",Male,25+,2020,1.28
"Moldova, Republic of",Female,15+,2020,0.95
"Moldova, Republic of",Female,15-24,2020,4.44
"Moldova, Republic of",Female,25+,2020,0.72
"Moldova, Republic of",Male,15+,2019,1.87
"Moldova, Republic of",Male,15-24,2019,4.04
"Moldova, Republic of",Male,25+,2019,1.67
"Moldova, Republic of",Female,15+,2019,1.17
"Moldova, Republic of",Female,15-24,2019,2.39
"Moldova, Republic of",Female,25+,2019,1.08
"Moldova, Republic of",Male,15+,2018,1.43
"Moldova, Republic of",Male,15-24,2018,2.93
"Moldova, Republic of",Male,25+,2018,1.28
"Moldova, Republic of",Female,15+,2018,1.07
"Moldova, Republic of",Female,15-24,2018,3.52
"Moldova, Republic of",Female,25+,2018,0.89
"Moldova, Republic of",Male,15+,2017,1.94
"Moldova, Republic of",Male,15-24,2017,3.8
"Moldova, Republic of",Male,25+,2017,1.72
"Moldova, Republic of",Female,15+,2017,1.34
"Moldova, Republic of",Female,15-24,2017,4.04
"Moldova, Republic of",Female,25+,2017,1.09
"Moldova, Republic of",Male,15+,2016,2.27
"Moldova, Republic of",Male,15-24,2016,3.75
"Moldova, Republic of",Male,25+,2016,2.09
"Moldova, Republic of",Female,15+,2016,0.97
"Moldova, Republic of",Female,15-24,2016,2.18
"Moldova, Republic of",Female,25+,2016,0.85
"Moldova, Republic of",Male,15+,2015,2.28
"Moldova, Republic of",Male,15-24,2015,3.68
"Moldova, Republic of",Male,25+,2015,2.07
"Moldova, Republic of",Female,15+,2015,1.33
"Moldova, Republic of",Female,15-24,2015,2.93
"Moldova, Republic of",Female,25+,2015,1.14
"Moldova, Republic of",Male,15+,2014,1.85
"Moldova, Republic of",Male,15-24,2014,2.37
"Moldova, Republic of",Male,25+,2014,1.77
"Moldova, Republic of",Female,15+,2014,1.1
"Moldova, Republic of",Female,15-24,2014,2.21
"Moldova, Republic of",Female,25+,2014,0.97
"Moldova, Republic of",Male,15+,2013,2.33
"Moldova, Republic of",Male,15-24,2013,2.81
"Moldova, Republic of",Male,25+,2013,2.25
"Moldova, Republic of",Female,15+,2013,1.51
"Moldova, Republic of",Female,15-24,2013,3.11
"Moldova, Republic of",Female,25+,2013,1.31
Madagascar,Male,15+,2015,1.77
Madagascar,Male,15-24,2015,3.86
Madagascar,Male,25+,2015,0.97
Madagascar,Female,15+,2015,1.8
Madagascar,Female,15-24,2015,3.0
Madagascar,Female,25+,2015,1.34
Maldives,Male,15+,2019,5.03
Maldives,Male,15-24,2019,17.21
Maldives,Male,25+,2019,2.75
Maldives,Female,15+,2019,3.93
Maldives,Female,15-24,2019,9.7
Maldives,Female,25+,2019,2.75
Maldives,Male,15+,2016,6.11
Maldives,Male,15-24,2016,18.27
Maldives,Male,25+,2016,3.33
Maldives,Female,15+,2016,5.26
Maldives,Female,15-24,2016,11.34
Maldives,Female,25+,2016,3.36
Maldives,Male,15+,2014,3.19
Maldives,Male,15-24,2014,8.43
Maldives,Male,25+,2014,1.8
Maldives,Female,15+,2014,5.41
Maldives,Female,15-24,2014,11.68
Maldives,Female,25+,2014,3.46
Mexico,Male,15+,2022,3.22
Mexico,Male,15-24,2022,6.0
Mexico,Male,25+,2022,2.64
Mexico,Female,15+,2022,3.31
Mexico,Female,15-24,2022,7.34
Mexico,Female,25+,2022,2.59
Mexico,Male,15+,2021,4.06
Mexico,Male,15-24,2021,7.49
Mexico,Male,25+,2021,3.34
Mexico,Female,15+,2021,4.14
Mexico,Female,15-24,2021,8.56
Mexico,Female,25+,2021,3.33
Mexico,Male,15+,2020,4.66
Mexico,Male,15-24,2020,7.79
Mexico,Male,25+,2020,4.04
Mexico,Female,15+,2020,4.09
Mexico,Female,15-24,2020,8.74
Mexico,Female,25+,2020,3.3
Mexico,Male,15+,2019,3.45
Mexico,Male,15-24,2019,6.74
Mexico,Male,25+,2019,2.73
Mexico,Female,15+,2019,3.51
Mexico,Female,15-24,2019,8.01
Mexico,Female,25+,2019,2.67
Mexico,Male,15+,2018,3.19
Mexico,Male,15-24,2018,6.46
Mexico,Male,25+,2018,2.47
Mexico,Female,15+,2018,3.41
Mexico,Female,15-24,2018,7.56
Mexico,Female,25+,2018,2.64
Mexico,Male,15+,2017,3.31
Mexico,Male,15-24,2017,6.28
Mexico,Male,25+,2017,2.64
Mexico,Female,15+,2017,3.6
Mexico,Female,15-24,2017,7.98
Mexico,Female,25+,2017,2.76
Mexico,Male,15+,2016,3.82
Mexico,Male,15-24,2016,7.09
Mexico,Male,25+,2016,3.08
Mexico,Female,15+,2016,3.9
Mexico,Female,15-24,2016,8.72
Mexico,Female,25+,2016,2.96
Mexico,Male,15+,2015,4.22
Mexico,Male,15-24,2015,7.78
Mexico,Male,25+,2015,3.38
Mexico,Female,15+,2015,4.45
Mexico,Female,15-24,2015,10.02
Mexico,Female,25+,2015,3.33
Mexico,Male,15+,2014,4.79
Mexico,Male,15-24,2014,8.74
Mexico,Male,25+,2014,3.82
Mexico,Female,15+,2014,4.85
Mexico,Female,15-24,2014,10.76
Mexico,Female,25+,2014,3.61
Mexico,Male,15+,2013,4.89
Mexico,Male,15-24,2013,8.68
Mexico,Male,25+,2013,3.94
Mexico,Female,15+,2013,4.96
Mexico,Female,15-24,2013,10.75
Mexico,Female,25+,2013,3.68
Marshall Islands,Male,15+,2019,7.26
Marshall Islands,Male,15-24,2019,30.41
Marshall Islands,Male,25+,2019,5.37
Marshall Islands,Female,15+,2019,4.28
Marshall Islands,Female,15-24,2019,14.17
Marshall Islands,Female,25+,2019,3.53
Marshall Islands,Male,15+,2021,8.86
Marshall Islands,Male,15-24,2021,24.79
Marshall Islands,Male,25+,2021,6.13
Marshall Islands,Female,15+,2021,11.46
Marshall Islands,Female,15-24,2021,25.14
Marshall Islands,Female,25+,2021,9.18
North Macedonia,Male,15+,2022,15.72
North Macedonia,Male,15-24,2022,29.58
North Macedonia,Male,25+,2022,14.51
North Macedonia,Female,15+,2022,12.53
North Macedonia,Female,15-24,2022,38.24
North Macedonia,Female,25+,2022,10.77
North Macedonia,Male,15+,2021,16.49
North Macedonia,Male,15-24,2021,33.49
North Macedonia,Male,25+,2021,15.09
North Macedonia,Female,15+,2021,14.71
North Macedonia,Female,15-24,2021,41.51
North Macedonia,Female,25+,2021,12.84
North Macedonia,Male,15+,2020,16.8
North Macedonia,Male,15-24,2020,34.07
North Macedonia,Male,25+,2020,15.19
North Macedonia,Female,15+,2020,16.18
North Macedonia,Female,15-24,2020,38.82
North Macedonia,Female,25+,2020,14.41
North Macedonia,Male,15+,2019,16.59
North Macedonia,Male,15-24,2019,33.63
North Macedonia,Male,25+,2019,14.97
North Macedonia,Female,15+,2019,18.57
North Macedonia,Female,15-24,2019,39.12
North Macedonia,Female,25+,2019,16.77
North Macedonia,Male,15+,2018,21.61
North Macedonia,Male,15-24,2018,47.57
North Macedonia,Male,25+,2018,18.97
North Macedonia,Female,15+,2018,20.56
North Macedonia,Female,15-24,2018,45.4
North Macedonia,Female,25+,2018,18.54
North Macedonia,Male,15+,2017,23.07
North Macedonia,Male,15-24,2017,46.53
North Macedonia,Male,25+,2017,20.52
North Macedonia,Female,15+,2017,22.41
North Macedonia,Female,15-24,2017,49.58
North Macedonia,Female,25+,2017,20.01
North Macedonia,Male,15+,2016,24.96
North Macedonia,Male,15-24,2016,48.86
North Macedonia,Male,25+,2016,22.44
North Macedonia,Female,15+,2016,23.24
North Macedonia,Female,15-24,2016,49.75
North Macedonia,Female,25+,2016,20.83
North Macedonia,Male,15+,2015,27.12
North Macedonia,Male,15-24,2015,50.23
North Macedonia,Male,25+,2015,24.51
North Macedonia,Female,15+,2015,25.38
North Macedonia,Female,15-24,2015,43.91
North Macedonia,Female,25+,2015,23.5
North Macedonia,Male,15+,2014,27.89
North Macedonia,Male,15-24,2014,52.57
North Macedonia,Male,25+,2014,25.07
North Macedonia,Female,15+,2014,29.13
North Macedonia,Female,15-24,2014,55.97
North Macedonia,Female,25+,2014,26.36
North Macedonia,Male,15+,2013,29.06
North Macedonia,Male,15-24,2013,52.74
North Macedonia,Male,25+,2013,26.27
North Macedonia,Female,15+,2013,29.25
North Macedonia,Female,15-24,2013,52.22
North Macedonia,Female,25+,2013,26.7
Mali,Male,15+,2020,3.52
Mali,Male,15-24,2020,6.64
Mali,Male,25+,2020,2.79
Mali,Female,15+,2020,3.54
Mali,Female,15-24,2020,8.48
Mali,Female,25+,2020,2.06
Mali,Male,15+,2018,1.67
Mali,Male,15-24,2018,2.58
Mali,Male,25+,2018,1.4
Mali,Female,15+,2018,1.56
Mali,Female,15-24,2018,2.26
Mali,Female,25+,2018,1.33
Mali,Male,15+,2017,6.65
Mali,Male,15-24,2017,17.81
Mali,Male,25+,2017,3.25
Mali,Female,15+,2017,8.34
Mali,Female,15-24,2017,21.36
Mali,Female,25+,2017,3.39
Mali,Male,15+,2016,1.42
Mali,Male,15-24,2016,2.5
Mali,Male,25+,2016,1.19
Mali,Female,15+,2016,1.3
Mali,Female,15-24,2016,2.19
Mali,Female,25+,2016,1.03
Mali,Male,15+,2015,6.86
Mali,Male,15-24,2015,18.62
Mali,Male,25+,2015,3.03
Mali,Female,15+,2015,8.74
Mali,Female,15-24,2015,21.36
Mali,Female,25+,2015,3.63
Mali,Male,15+,2014,6.44
Mali,Male,15-24,2014,8.94
Mali,Male,25+,2014,5.56
Mali,Female,15+,2014,6.3
Mali,Female,15-24,2014,7.24
Mali,Female,25+,2014,5.94
Mali,Male,15+,2013,4.55
Mali,Male,15-24,2013,5.5
Mali,Male,25+,2013,4.17
Mali,Female,15+,2013,8.24
Mali,Female,15-24,2013,11.52
Mali,Female,25+,2013,6.81
Malta,Male,15+,2022,3.11
Malta,Male,15-24,2022,11.69
Malta,Male,25+,2022,2.4
Malta,Female,15+,2022,2.63
Malta,Female,15-24,2022,5.88
Malta,Female,25+,2022,2.26
Malta,Male,15+,2021,3.6
Malta,Male,15-24,2021,14.11
Malta,Male,25+,2021,2.71
Malta,Female,15+,2021,3.08
Malta,Female,15-24,2021,6.58
Malta,Female,25+,2021,2.69
Malta,Male,15+,2020,4.24
Malta,Male,15-24,2020,13.29
Malta,Male,25+,2020,3.29
Malta,Female,15+,2020,4.5
Malta,Female,15-24,2020,8.11
Malta,Female,25+,2020,4.03
Malta,Male,15+,2019,3.35
Malta,Male,15-24,2019,10.53
Malta,Male,25+,2019,2.54
Malta,Female,15+,2019,4.01
Malta,Female,15-24,2019,7.98
Malta,Female,25+,2019,3.41
Malta,Male,15+,2018,3.77
Malta,Male,15-24,2018,11.17
